WBRatio,OPC,PPC,DAYS,CO2,STRENGTH,source,cluster
0.44,400,0,7,0.09,51.22,synthetic,0
0.35,400,0,56,0.14,52.59,synthetic,0
0.47,400,0,28,0.11,42.31,synthetic,0
0.35,0,500,56,0.05,46.94,synthetic,1
0.35,500,0,28,0.16,63.12,synthetic,0
0.35,0,400,56,0.16,45.57,synthetic,1
0.52,0,500,56,0.09,48.11,synthetic,1
0.53,400,0,7,0.05,61.78,synthetic,0
0.52,400,0,28,0.15,19.76,synthetic,0
0.38,0,400,28,0.11,44.99,synthetic,1
0.44,0,500,28,0.12,34.82,synthetic,1
0.52,0,350,7,0.16,47.04,synthetic,1
0.44,0,400,7,0.07,63.12,synthetic,1
0.37,500,0,28,0.11,63.12,synthetic,0
0.44,350,0,28,0.07,37.52,synthetic,0
0.36,350,0,56,0.16,63.12,synthetic,0
0.35,0,400,7,0.1,50.22,synthetic,1
0.53,400,0,56,0.06,26.84,synthetic,0
0.53,0,400,28,0.03,24.63,synthetic,1
0.43,0,500,56,0.19,41.7,synthetic,1
0.35,400,0,7,0.14,51.66,synthetic,0
0.43,0,400,56,0.03,50.49,synthetic,1
0.51,0,500,28,0.0,47.55,synthetic,1
0.35,0,350,28,0.06,46.47,synthetic,1
0.35,0,400,7,0.0,44.36,synthetic,1
0.35,0,350,7,0.13,41.75,synthetic,1
0.35,0,350,28,0.0,31.5,synthetic,1
0.51,0,350,28,0.0,51.54,synthetic,1
0.52,500,0,56,0.05,63.12,synthetic,0
0.43,0,350,28,0.14,41.74,synthetic,1
0.55,350,0,7,0.18,39.79,synthetic,0
0.51,350,0,7,0.04,50.31,synthetic,0
0.51,400,0,7,0.04,45.84,synthetic,0
0.44,400,0,7,0.1,39.4,synthetic,0
0.54,0,500,7,0.0,22.2,synthetic,1
0.51,0,400,56,0.03,22.98,synthetic,1
0.44,500,0,7,0.03,29.51,synthetic,0
0.54,500,0,56,0.04,63.12,synthetic,0
0.42,500,0,56,0.15,22.98,synthetic,0
0.43,0,400,7,0.0,28.03,synthetic,1
0.45,350,0,56,0.08,42.61,synthetic,0
0.35,500,0,7,0.06,31.99,synthetic,0
0.51,400,0,28,0.05,44.7,synthetic,0
0.55,0,500,7,0.09,20.44,synthetic,1
0.52,400,0,7,0.08,30.97,synthetic,0
0.52,350,0,7,0.07,52.07,synthetic,0
0.35,400,0,56,0.02,37.83,synthetic,0
0.35,500,0,28,0.11,45.5,synthetic,0
0.52,0,350,28,0.2,25.9,synthetic,1
0.55,0,500,56,0.2,48.76,synthetic,1
0.51,0,350,28,0.18,52.84,synthetic,1
0.5,400,0,56,0.1,40.35,synthetic,0
0.35,0,350,7,0.08,20.1,synthetic,1
0.35,500,0,56,0.11,33.09,synthetic,0
0.54,500,0,56,0.17,48.29,synthetic,0
0.45,350,0,28,0.15,39.07,synthetic,0
0.44,0,350,56,0.11,46.24,synthetic,1
0.53,0,400,56,0.01,23.36,synthetic,1
0.35,400,0,28,0.04,57.94,synthetic,0
0.38,500,0,7,0.04,36.11,synthetic,0
0.35,0,500,56,0.18,40.17,synthetic,1
0.45,350,0,28,0.03,13.69,synthetic,0
0.44,500,0,28,0.01,47.64,synthetic,0
0.43,400,0,28,0.05,52.52,synthetic,0
0.35,350,0,56,0.07,54.23,synthetic,0
0.55,400,0,7,0.15,22.96,synthetic,0
0.44,500,0,56,0.16,51.19,synthetic,0
0.55,0,350,28,0.02,62.23,synthetic,1
0.35,350,0,28,0.08,24.48,synthetic,0
0.35,350,0,56,0.02,40.49,synthetic,0
0.35,350,0,7,0.07,42.86,synthetic,0
0.35,500,0,56,0.04,26.8,synthetic,0
0.55,0,350,7,0.03,63.12,synthetic,1
0.37,500,0,7,0.0,40.27,synthetic,0
0.35,500,0,28,0.05,42.59,synthetic,0
0.51,0,400,28,0.05,44.52,synthetic,1
0.35,350,0,7,0.12,31.37,synthetic,0
0.52,0,400,7,0.1,39.29,synthetic,1
0.35,0,350,28,0.06,48.5,synthetic,1
0.35,350,0,7,0.09,49.71,synthetic,0
0.43,0,400,28,0.06,63.12,synthetic,1
0.55,0,400,28,0.1,47.08,synthetic,1
0.35,0,350,56,0.2,46.06,synthetic,1
0.35,400,0,7,0.02,45.98,synthetic,0
0.52,350,0,28,0.05,43.24,synthetic,0
0.42,500,0,7,0.08,40.44,synthetic,0
0.45,500,0,28,0.03,48.88,synthetic,0
0.35,400,0,7,0.11,54.9,synthetic,0
0.44,0,350,28,0.06,45.65,synthetic,1
0.45,0,400,56,0.2,40.09,synthetic,1
0.52,0,350,7,0.15,44.42,synthetic,1
0.54,0,400,7,0.09,50.89,synthetic,1
0.52,0,400,7,0.1,25.72,synthetic,1
0.35,350,0,7,0.07,51.29,synthetic,0
0.35,0,350,28,0.06,37.35,synthetic,1
0.35,500,0,56,0.07,42.65,synthetic,0
0.43,0,350,56,0.05,24.35,synthetic,1
0.53,0,400,28,0.05,39.05,synthetic,1
0.42,0,350,7,0.0,36.77,synthetic,1
0.46,350,0,56,0.2,55.76,synthetic,0
0.55,350,0,28,0.07,33.98,synthetic,0
0.53,400,0,28,0.05,63.12,synthetic,0
0.35,0,500,28,0.05,29.37,synthetic,1
0.47,0,500,7,0.09,45.31,synthetic,1
0.36,350,0,56,0.05,52.67,synthetic,0
0.54,350,0,28,0.05,43.24,synthetic,0
0.53,350,0,7,0.18,34.88,synthetic,0
0.45,0,500,56,0.03,17.81,synthetic,1
0.51,0,400,28,0.11,36.08,synthetic,1
0.43,0,400,7,0.18,23.38,synthetic,1
0.54,0,350,7,0.14,35.91,synthetic,1
0.42,0,400,7,0.09,63.12,synthetic,1
0.35,0,350,28,0.12,44.82,synthetic,1
0.35,500,0,56,0.05,17.4,synthetic,0
0.35,500,0,56,0.04,38.18,synthetic,0
0.38,350,0,28,0.13,19.48,synthetic,0
0.35,0,350,28,0.04,51.24,synthetic,1
0.35,500,0,7,0.15,47.33,synthetic,0
0.55,0,400,28,0.12,47.21,synthetic,1
0.35,400,0,7,0.07,45.98,synthetic,0
0.42,350,0,7,0.17,26.1,synthetic,0
0.55,500,0,56,0.18,17.21,synthetic,0
0.45,0,500,7,0.03,38.05,synthetic,1
0.43,500,0,7,0.12,50.47,synthetic,0
0.52,400,0,56,0.07,29.43,synthetic,0
0.55,0,350,28,0.05,52.23,synthetic,1
0.35,0,400,56,0.04,40.27,synthetic,1
0.35,500,0,56,0.04,44.77,synthetic,0
0.35,350,0,56,0.11,23.35,synthetic,0
0.44,0,400,56,0.0,47.47,synthetic,1
0.42,0,400,28,0.13,49.52,synthetic,1
0.45,500,0,28,0.19,56.64,synthetic,0
0.43,350,0,7,0.09,44.52,synthetic,0
0.47,350,0,28,0.15,31.28,synthetic,0
0.35,400,0,56,0.07,49.98,synthetic,0
0.44,500,0,7,0.19,44.79,synthetic,0
0.51,0,350,56,0.04,20.54,synthetic,1
0.5,0,400,7,0.1,53.91,synthetic,1
0.43,0,400,56,0.04,63.12,synthetic,1
0.35,0,350,7,0.1,46.84,synthetic,1
0.35,350,0,28,0.18,18.96,synthetic,0
0.44,400,0,56,0.02,29.14,synthetic,0
0.51,400,0,56,0.14,35.27,synthetic,0
0.35,500,0,28,0.03,38.98,synthetic,0
0.52,500,0,7,0.1,27.69,synthetic,0
0.39,0,500,56,0.09,24.54,synthetic,1
0.35,500,0,28,0.0,48.09,synthetic,0
0.43,500,0,7,0.17,37.14,synthetic,0
0.52,500,0,7,0.15,25.35,synthetic,0
0.43,500,0,56,0.12,42.91,synthetic,0
0.36,0,500,56,0.04,23.18,synthetic,1
0.44,0,400,7,0.04,50.17,synthetic,1
0.35,0,500,28,0.12,50.09,synthetic,1
0.55,0,500,56,0.09,40.18,synthetic,1
0.52,500,0,56,0.0,49.97,synthetic,0
0.43,0,350,28,0.13,49.06,synthetic,1
0.35,0,500,56,0.11,38.99,synthetic,1
0.55,400,0,7,0.01,50.89,synthetic,0
0.55,0,350,7,0.17,50.59,synthetic,1
0.43,0,400,28,0.14,39.44,synthetic,1
0.54,350,0,56,0.14,20.43,synthetic,0
0.54,350,0,56,0.13,37.63,synthetic,0
0.35,0,500,56,0.05,13.56,synthetic,1
0.45,350,0,28,0.12,23.24,synthetic,0
0.54,0,400,56,0.08,41.14,synthetic,1
0.35,0,400,56,0.07,29.17,synthetic,1
0.52,0,500,56,0.14,51.19,synthetic,1
0.46,350,0,7,0.11,26.11,synthetic,0
0.51,500,0,28,0.0,48.57,synthetic,0
0.43,0,350,28,0.02,63.12,synthetic,1
0.37,350,0,56,0.17,37.13,synthetic,0
0.35,0,350,56,0.14,45.39,synthetic,1
0.52,0,500,28,0.15,40.12,synthetic,1
0.53,500,0,28,0.07,24.73,synthetic,0
0.35,400,0,7,0.15,37.74,synthetic,0
0.35,0,350,7,0.03,42.0,synthetic,1
0.35,0,350,7,0.12,21.48,synthetic,1
0.43,400,0,28,0.09,30.87,synthetic,0
0.55,350,0,28,0.03,46.88,synthetic,0
0.46,400,0,7,0.1,63.12,synthetic,0
0.43,500,0,7,0.16,29.93,synthetic,0
0.44,400,0,56,0.2,13.56,synthetic,0
0.52,500,0,28,0.0,28.11,synthetic,0
0.35,500,0,7,0.02,31.95,synthetic,0
0.35,0,350,7,0.19,42.62,synthetic,1
0.55,0,500,56,0.04,28.05,synthetic,1
0.43,0,500,56,0.06,13.56,synthetic,1
0.54,400,0,28,0.09,41.93,synthetic,0
0.35,350,0,28,0.04,35.19,synthetic,0
0.35,500,0,56,0.11,30.92,synthetic,0
0.5,0,400,7,0.1,62.07,synthetic,1
0.37,0,500,56,0.01,45.86,synthetic,1
0.35,350,0,7,0.0,46.23,synthetic,0
0.35,0,500,7,0.0,36.96,synthetic,1
0.44,0,500,28,0.17,44.88,synthetic,1
0.53,500,0,28,0.12,41.59,synthetic,0
0.54,400,0,28,0.16,29.58,synthetic,0
0.44,0,350,7,0.2,37.79,synthetic,1
0.45,0,400,28,0.2,33.43,synthetic,1
0.53,0,500,56,0.03,45.83,synthetic,1
0.36,500,0,7,0.02,30.59,synthetic,0
0.53,500,0,28,0.05,33.98,synthetic,0
0.46,500,0,7,0.11,19.09,synthetic,0
0.35,0,400,7,0.17,35.68,synthetic,1
0.35,0,500,7,0.14,51.36,synthetic,1
0.55,0,500,56,0.04,37.3,synthetic,1
0.35,0,350,56,0.05,29.91,synthetic,1
0.35,350,0,28,0.2,28.96,synthetic,0
0.53,0,350,28,0.12,48.06,synthetic,1
0.35,500,0,56,0.06,24.47,synthetic,0
0.35,500,0,7,0.07,43.2,synthetic,0
0.44,0,500,56,0.08,63.12,synthetic,1
0.52,0,400,28,0.03,48.09,synthetic,1
0.42,0,400,28,0.03,46.74,synthetic,1
0.35,0,500,28,0.13,38.11,synthetic,1
0.42,0,400,7,0.07,19.59,synthetic,1
0.52,500,0,56,0.01,42.09,synthetic,0
0.45,0,350,7,0.02,26.17,synthetic,1
0.35,0,400,28,0.2,42.1,synthetic,1
0.35,400,0,28,0.05,49.44,synthetic,0
0.54,0,500,56,0.1,54.57,synthetic,1
0.55,400,0,7,0.05,49.0,synthetic,0
0.43,500,0,28,0.06,47.79,synthetic,0
0.35,350,0,7,0.01,21.43,synthetic,0
0.43,350,0,56,0.03,15.46,synthetic,0
0.43,500,0,28,0.06,47.3,synthetic,0
0.35,500,0,7,0.13,47.74,synthetic,0
0.36,400,0,56,0.05,44.43,synthetic,0
0.51,0,500,28,0.08,63.12,synthetic,1
0.36,500,0,7,0.11,53.61,synthetic,0
0.47,350,0,28,0.02,46.95,synthetic,0
0.44,500,0,28,0.0,30.53,synthetic,0
0.35,0,500,56,0.09,40.29,synthetic,1
0.43,0,400,28,0.07,47.13,synthetic,1
0.37,0,500,28,0.19,54.85,synthetic,1
0.43,350,0,56,0.2,34.44,synthetic,0
0.55,350,0,28,0.12,51.64,synthetic,0
0.46,500,0,28,0.05,52.12,synthetic,0
0.36,0,350,28,0.06,41.76,synthetic,1
0.35,500,0,28,0.09,35.35,synthetic,0
0.46,0,500,28,0.15,29.06,synthetic,1
0.55,0,400,28,0.2,61.15,synthetic,1
0.55,0,350,7,0.16,47.67,synthetic,1
0.53,350,0,56,0.16,47.46,synthetic,0
0.35,400,0,28,0.0,60.21,synthetic,0
0.35,350,0,7,0.08,51.38,synthetic,0
0.36,350,0,28,0.13,27.66,synthetic,0
0.43,350,0,7,0.06,33.32,synthetic,0
0.46,0,400,28,0.11,43.6,synthetic,1
0.54,0,350,28,0.04,40.15,synthetic,1
0.38,500,0,56,0.09,42.13,synthetic,0
0.36,0,500,7,0.16,33.71,synthetic,1
0.35,500,0,28,0.19,42.65,synthetic,0
0.43,0,350,7,0.08,46.93,synthetic,1
0.47,350,0,28,0.1,31.84,synthetic,0
0.43,0,350,28,0.04,39.29,synthetic,1
0.46,350,0,7,0.02,38.47,synthetic,0
0.52,350,0,28,0.11,53.01,synthetic,0
0.35,0,400,56,0.07,48.84,synthetic,1
0.45,0,350,7,0.07,20.94,synthetic,1
0.43,500,0,56,0.09,37.82,synthetic,0
0.44,0,400,28,0.04,31.72,synthetic,1
0.53,0,350,56,0.05,48.39,synthetic,1
0.53,400,0,28,0.08,46.33,synthetic,0
0.53,0,500,56,0.2,37.66,synthetic,1
0.51,500,0,7,0.04,37.87,synthetic,0
0.35,0,350,28,0.09,40.5,synthetic,1
0.35,400,0,56,0.12,40.9,synthetic,0
0.35,350,0,7,0.03,44.34,synthetic,0
0.55,400,0,28,0.02,48.28,synthetic,0
0.55,0,500,7,0.0,39.95,synthetic,1
0.43,350,0,56,0.11,41.42,synthetic,0
0.54,400,0,28,0.2,34.53,synthetic,0
0.35,0,400,7,0.15,35.37,synthetic,1
0.51,400,0,28,0.17,49.03,synthetic,0
0.35,500,0,7,0.16,61.82,synthetic,0
0.38,400,0,56,0.06,19.03,synthetic,0
0.35,500,0,28,0.04,21.0,synthetic,0
0.35,500,0,56,0.04,37.74,synthetic,0
0.53,500,0,56,0.04,45.44,synthetic,0
0.44,0,500,56,0.09,30.28,synthetic,1
0.43,400,0,7,0.12,49.76,synthetic,0
0.35,400,0,7,0.11,20.69,synthetic,0
0.35,500,0,7,0.04,49.23,synthetic,0
0.44,0,350,28,0.0,33.66,synthetic,1
0.35,500,0,56,0.06,39.57,synthetic,0
0.36,0,500,28,0.14,38.97,synthetic,1
0.55,500,0,28,0.01,41.72,synthetic,0
0.35,0,350,7,0.11,35.13,synthetic,1
0.54,0,350,56,0.16,25.77,synthetic,1
0.43,500,0,7,0.02,41.42,synthetic,0
0.48,0,400,7,0.02,23.41,synthetic,1
0.35,0,500,7,0.2,33.43,synthetic,1
0.55,0,500,56,0.15,33.23,synthetic,1
0.35,350,0,7,0.17,63.12,synthetic,0
0.42,0,500,7,0.0,32.01,synthetic,1
0.35,400,0,28,0.02,27.69,synthetic,0
0.35,0,400,28,0.12,47.83,synthetic,1
0.5,0,500,28,0.1,41.89,synthetic,1
0.35,350,0,7,0.0,46.49,synthetic,0
0.35,350,0,56,0.03,63.12,synthetic,0
0.44,500,0,7,0.13,25.74,synthetic,0
0.44,500,0,7,0.15,43.42,synthetic,0
0.43,500,0,28,0.1,39.24,synthetic,0
0.35,0,400,28,0.15,54.46,synthetic,1
0.36,350,0,28,0.09,37.06,synthetic,0
0.35,500,0,56,0.08,33.5,synthetic,0
0.54,0,350,56,0.11,48.81,synthetic,1
0.43,0,400,7,0.07,32.71,synthetic,1
0.53,400,0,28,0.0,47.88,synthetic,0
0.35,0,400,7,0.14,43.1,synthetic,1
0.55,0,350,7,0.01,37.87,synthetic,1
0.55,350,0,7,0.04,33.52,synthetic,0
0.45,400,0,7,0.0,51.43,synthetic,0
0.35,350,0,7,0.14,24.09,synthetic,0
0.44,0,350,7,0.18,43.24,synthetic,1
0.35,500,0,56,0.04,31.23,synthetic,0
0.43,350,0,56,0.05,40.05,synthetic,0
0.35,0,400,28,0.13,13.56,synthetic,1
0.52,400,0,56,0.11,63.12,synthetic,0
0.35,400,0,28,0.05,53.98,synthetic,0
0.53,0,350,28,0.14,52.66,synthetic,1
0.52,500,0,7,0.06,29.24,synthetic,0
0.52,0,500,28,0.14,63.12,synthetic,1
0.46,350,0,56,0.0,17.09,synthetic,0
0.43,400,0,56,0.17,48.6,synthetic,0
0.35,350,0,56,0.13,42.11,synthetic,0
0.54,400,0,28,0.08,30.87,synthetic,0
0.45,500,0,7,0.04,43.56,synthetic,0
0.43,0,500,28,0.13,36.81,synthetic,1
0.53,500,0,56,0.0,28.51,synthetic,0
0.52,0,350,7,0.14,44.94,synthetic,1
0.54,0,350,56,0.02,21.39,synthetic,1
0.37,0,500,56,0.06,37.82,synthetic,1
0.52,350,0,56,0.2,44.89,synthetic,0
0.47,400,0,56,0.05,36.63,synthetic,0
0.53,350,0,7,0.06,41.49,synthetic,0
0.35,500,0,7,0.1,24.56,synthetic,0
0.42,350,0,7,0.18,47.3,synthetic,0
0.35,500,0,56,0.0,46.15,synthetic,0
0.35,500,0,7,0.13,40.18,synthetic,0
0.43,0,400,56,0.2,49.41,synthetic,1
0.55,0,500,28,0.13,27.88,synthetic,1
0.35,0,350,7,0.18,43.66,synthetic,1
0.35,500,0,7,0.04,39.04,synthetic,0
0.52,400,0,56,0.15,47.33,synthetic,0
0.45,0,500,7,0.13,45.77,synthetic,1
0.35,0,350,7,0.02,48.86,synthetic,1
0.35,0,500,56,0.12,45.03,synthetic,1
0.53,0,400,28,0.01,17.81,synthetic,1
0.46,400,0,56,0.15,39.2,synthetic,0
0.52,400,0,56,0.0,27.2,synthetic,0
0.37,350,0,56,0.02,23.39,synthetic,0
0.52,0,400,56,0.0,40.03,synthetic,1
0.35,400,0,28,0.07,40.43,synthetic,0
0.51,350,0,7,0.11,22.58,synthetic,0
0.35,0,400,28,0.01,39.62,synthetic,1
0.43,0,400,7,0.15,24.77,synthetic,1
0.52,0,400,28,0.02,33.96,synthetic,1
0.47,350,0,56,0.06,26.03,synthetic,0
0.35,0,400,7,0.18,48.53,synthetic,1
0.36,0,500,56,0.16,35.03,synthetic,1
0.35,350,0,56,0.13,51.32,synthetic,0
0.43,500,0,28,0.05,30.61,synthetic,0
0.51,0,350,7,0.06,26.65,synthetic,1
0.35,400,0,7,0.05,16.88,synthetic,0
0.51,400,0,56,0.07,31.12,synthetic,0
0.37,500,0,7,0.18,21.67,synthetic,0
0.54,0,350,28,0.04,53.74,synthetic,1
0.52,0,350,7,0.04,36.9,synthetic,1
0.44,0,400,56,0.12,54.44,synthetic,1
0.35,0,400,7,0.03,40.17,synthetic,1
0.35,0,500,28,0.14,43.76,synthetic,1
0.43,0,400,7,0.14,46.25,synthetic,1
0.51,400,0,56,0.14,34.95,synthetic,0
0.54,0,500,7,0.05,47.01,synthetic,1
0.35,0,400,56,0.04,25.91,synthetic,1
0.51,0,400,7,0.15,40.36,synthetic,1
0.44,400,0,28,0.02,48.14,synthetic,0
0.44,0,500,28,0.04,46.47,synthetic,1
0.53,0,500,56,0.02,53.87,synthetic,1
0.42,500,0,28,0.17,51.9,synthetic,0
0.51,500,0,56,0.18,62.95,synthetic,0
0.43,500,0,28,0.12,42.56,synthetic,0
0.45,500,0,28,0.05,36.39,synthetic,0
0.35,0,350,56,0.2,63.12,synthetic,1
0.46,0,400,28,0.02,42.8,synthetic,1
0.37,0,500,56,0.17,31.28,synthetic,1
0.43,400,0,7,0.2,63.12,synthetic,0
0.43,500,0,7,0.06,42.11,synthetic,0
0.36,0,500,28,0.15,19.65,synthetic,1
0.52,0,400,7,0.1,54.12,synthetic,1
0.55,350,0,56,0.16,18.75,synthetic,0
0.35,0,400,28,0.04,47.1,synthetic,1
0.35,0,350,28,0.08,38.19,synthetic,1
0.35,500,0,56,0.2,32.07,synthetic,0
0.44,400,0,28,0.02,51.42,synthetic,0
0.44,350,0,7,0.05,33.95,synthetic,0
0.35,500,0,56,0.06,45.89,synthetic,0
0.52,0,500,7,0.06,54.34,synthetic,1
0.46,0,500,56,0.13,53.12,synthetic,1
0.39,0,400,28,0.13,45.15,synthetic,1
0.44,500,0,28,0.06,44.93,synthetic,0
0.55,0,350,28,0.03,52.55,synthetic,1
0.43,400,0,28,0.05,45.58,synthetic,0
0.36,0,500,56,0.1,43.99,synthetic,1
0.35,400,0,28,0.03,47.27,synthetic,0
0.55,0,350,56,0.1,30.38,synthetic,1
0.44,0,400,28,0.2,53.67,synthetic,1
0.51,500,0,7,0.04,62.81,synthetic,0
0.51,0,400,28,0.08,28.53,synthetic,1
0.35,0,350,56,0.14,44.33,synthetic,1
0.44,400,0,28,0.16,51.07,synthetic,0
0.36,500,0,28,0.17,43.36,synthetic,0
0.45,500,0,28,0.0,42.02,synthetic,0
0.35,400,0,56,0.04,29.32,synthetic,0
0.37,350,0,28,0.18,30.79,synthetic,0
0.35,0,400,28,0.01,45.6,synthetic,1
0.45,0,350,28,0.16,48.52,synthetic,1
0.35,0,350,56,0.02,38.78,synthetic,1
0.43,350,0,28,0.04,49.3,synthetic,0
0.55,0,500,28,0.15,32.52,synthetic,1
0.35,400,0,56,0.05,43.33,synthetic,0
0.43,400,0,56,0.15,38.22,synthetic,0
0.45,400,0,7,0.14,30.79,synthetic,0
0.52,0,400,56,0.18,52.39,synthetic,1
0.51,0,400,56,0.11,43.56,synthetic,1
0.35,0,350,7,0.04,49.55,synthetic,1
0.52,500,0,56,0.03,53.2,synthetic,0
0.51,350,0,28,0.0,27.59,synthetic,0
0.46,400,0,7,0.0,23.81,synthetic,0
0.52,350,0,7,0.03,52.93,synthetic,0
0.52,0,350,28,0.09,41.86,synthetic,1
0.54,0,350,28,0.09,16.96,synthetic,1
0.43,0,400,56,0.08,42.27,synthetic,1
0.35,0,350,28,0.04,32.87,synthetic,1
0.37,500,0,28,0.11,51.69,synthetic,0
0.43,500,0,56,0.14,45.15,synthetic,0
0.42,350,0,7,0.1,37.73,synthetic,0
0.35,500,0,7,0.09,43.38,synthetic,0
0.55,500,0,7,0.14,39.28,synthetic,0
0.52,0,350,7,0.02,27.94,synthetic,1
0.44,0,400,28,0.2,36.66,synthetic,1
0.47,0,500,28,0.12,28.09,synthetic,1
0.35,0,350,28,0.1,31.12,synthetic,1
0.53,0,500,7,0.17,19.63,synthetic,1
0.44,400,0,7,0.0,63.12,synthetic,0
0.55,0,500,7,0.15,27.82,synthetic,1
0.35,400,0,56,0.07,23.21,synthetic,0
0.53,0,500,28,0.15,46.09,synthetic,1
0.35,0,400,7,0.0,39.97,synthetic,1
0.35,350,0,56,0.04,31.68,synthetic,0
0.51,0,350,7,0.0,51.74,synthetic,1
0.36,0,350,56,0.2,48.59,synthetic,1
0.51,350,0,28,0.2,44.26,synthetic,0
0.44,350,0,7,0.05,48.44,synthetic,0
0.37,400,0,7,0.03,21.75,synthetic,0
0.35,350,0,28,0.08,29.65,synthetic,0
0.55,400,0,7,0.15,39.17,synthetic,0
0.35,400,0,7,0.12,26.29,synthetic,0
0.55,0,350,56,0.05,63.12,synthetic,1
0.35,0,500,56,0.19,48.79,synthetic,1
0.36,500,0,56,0.08,19.39,synthetic,0
0.55,0,400,28,0.0,38.73,synthetic,1
0.43,400,0,28,0.04,52.23,synthetic,0
0.54,0,350,7,0.12,30.6,synthetic,1
0.36,0,400,28,0.07,39.04,synthetic,1
0.36,500,0,28,0.02,28.97,synthetic,0
0.35,400,0,28,0.05,45.06,synthetic,0
0.47,0,400,28,0.14,35.29,synthetic,1
0.35,400,0,56,0.16,51.15,synthetic,0
0.35,500,0,56,0.08,44.44,synthetic,0
0.35,400,0,7,0.15,60.82,synthetic,0
0.36,0,350,7,0.04,63.12,synthetic,1
0.44,350,0,56,0.06,23.24,synthetic,0
0.52,400,0,56,0.15,19.72,synthetic,0
0.51,500,0,28,0.08,48.34,synthetic,0
0.51,0,500,28,0.05,62.52,synthetic,1
0.43,0,500,7,0.03,48.36,synthetic,1
0.46,0,500,28,0.2,41.08,synthetic,1
0.42,500,0,56,0.14,33.86,synthetic,0
0.45,400,0,56,0.03,53.08,synthetic,0
0.46,350,0,28,0.0,63.12,synthetic,0
0.55,0,350,28,0.12,33.38,synthetic,1
0.55,0,500,28,0.2,25.13,synthetic,1
0.51,400,0,7,0.03,36.88,synthetic,0
0.44,350,0,7,0.03,50.91,synthetic,0
0.44,400,0,7,0.12,47.61,synthetic,0
0.38,350,0,56,0.18,46.83,synthetic,0
0.52,0,350,7,0.12,52.04,synthetic,1
0.55,350,0,7,0.05,38.57,synthetic,0
0.5,400,0,28,0.01,49.63,synthetic,0
0.35,400,0,7,0.2,49.5,synthetic,0
0.46,500,0,7,0.17,30.25,synthetic,0
0.46,0,400,56,0.13,47.91,synthetic,1
0.35,350,0,28,0.17,63.12,synthetic,0
0.51,350,0,56,0.07,60.62,synthetic,0
0.55,500,0,56,0.02,47.53,synthetic,0
0.35,500,0,28,0.08,52.14,synthetic,0
0.52,500,0,7,0.1,33.53,synthetic,0
0.55,500,0,28,0.03,38.7,synthetic,0
0.35,500,0,7,0.07,25.13,synthetic,0
0.43,500,0,56,0.0,45.36,synthetic,0
0.35,0,400,56,0.18,13.56,synthetic,1
0.54,350,0,56,0.05,54.71,synthetic,0
0.52,350,0,7,0.06,53.44,synthetic,0
0.43,350,0,7,0.07,40.19,synthetic,0
0.46,400,0,28,0.07,38.81,synthetic,0
0.54,0,500,56,0.06,42.2,synthetic,1
0.43,350,0,28,0.01,48.53,synthetic,0
0.51,0,400,28,0.1,44.35,synthetic,1
0.44,400,0,7,0.14,53.23,synthetic,0
0.35,500,0,56,0.14,17.49,synthetic,0
0.35,500,0,56,0.09,61.17,synthetic,0
0.35,500,0,28,0.03,50.35,synthetic,0
0.35,0,350,56,0.02,21.14,synthetic,1
0.51,350,0,28,0.09,26.15,synthetic,0
0.55,350,0,56,0.03,36.92,synthetic,0
0.35,0,350,28,0.14,63.12,synthetic,1
0.53,400,0,56,0.15,44.92,synthetic,0
0.55,0,350,56,0.13,49.38,synthetic,1
0.37,350,0,7,0.03,41.34,synthetic,0
0.35,500,0,7,0.2,27.77,synthetic,0
0.44,500,0,7,0.15,48.67,synthetic,0
0.55,0,500,56,0.16,41.84,synthetic,1
0.55,0,500,28,0.2,49.04,synthetic,1
0.5,350,0,7,0.02,38.58,synthetic,0
0.35,500,0,56,0.13,17.36,synthetic,0
0.54,400,0,28,0.03,46.98,synthetic,0
0.44,350,0,7,0.07,39.33,synthetic,0
0.44,0,400,56,0.07,33.61,synthetic,1
0.45,0,350,28,0.1,39.91,synthetic,1
0.45,0,400,7,0.15,40.61,synthetic,1
0.35,350,0,56,0.0,39.53,synthetic,0
0.42,500,0,28,0.09,42.76,synthetic,0
0.35,400,0,28,0.18,25.19,synthetic,0
0.52,0,500,7,0.1,55.03,synthetic,1
0.35,500,0,56,0.12,46.82,synthetic,0
0.35,0,400,28,0.07,46.99,synthetic,1
0.46,0,400,56,0.16,63.12,synthetic,1
0.52,0,500,56,0.11,33.33,synthetic,1
0.4,0,400,28,0.02,26.71,synthetic,1
0.43,0,400,28,0.12,41.27,synthetic,1
0.54,500,0,56,0.11,40.4,synthetic,0
0.54,0,400,28,0.02,59.43,synthetic,1
0.55,0,350,56,0.17,63.12,synthetic,1
0.53,500,0,28,0.14,49.93,synthetic,0
0.52,350,0,56,0.12,47.3,synthetic,0
0.43,0,500,56,0.13,47.29,synthetic,1
0.53,0,500,28,0.0,32.64,synthetic,1
0.55,400,0,7,0.09,35.14,synthetic,0
0.35,0,400,56,0.0,51.26,synthetic,1
0.51,400,0,56,0.05,32.06,synthetic,0
0.43,500,0,7,0.1,52.57,synthetic,0
0.37,0,400,28,0.02,36.48,synthetic,1
0.38,0,400,7,0.07,43.51,synthetic,1
0.55,0,350,7,0.14,31.66,synthetic,1
0.35,500,0,7,0.03,37.2,synthetic,0
